Journal,Year,Authors,Title,Paper Ref,Country
Clinical Spine Surgery : A Spine Publication,2017,"Tanenbaum JE

Lubelski D

Rosenbaum BP

Benzel EC

Mroz TE",Propensity-matched Analysis of Outcomes and Hospital Charges for Anterior Versus Posterior Cervical Fusion for Cervical Spondylotic Myelopathy.,"Clinical Spine Surgery : A Spine Publication. 30(9):E1262-E1268, 2017 Nov.",United States
Ajnr: American Journal of Neuroradiology,2017,"Chokshi FH

Sadigh G

Carpenter W

Allen JW",Diagnostic Quality of 3D T2-SPACE Compared with T2-FSE in the Evaluation of Cervical Spine MRI Anatomy.,"Ajnr: American Journal of Neuroradiology. 38(4):846-850, 2017 Apr.",United States
Clinical Neurophysiology,2014,"Lo

Green, 

Cheong, 

Fook-Chong, 

Guo, 

Yue, 

Tow, 

Chen

Tiruchelvarayan",Modulation of cortical plasticity by decompression surgery for cervical spondylotic myelopathy.,"Clinical Neurophysiology. Conference: 30th International Congress of Clinical Neurophysiology, ICCN of the IFCN Berlin Germany. Conference Start: 20140320 Conference End: 20140323. Conference Publication: (var.pagings). 125  (pp S244), 2014. Date of Publication: June 2014.",Singapore
Clinical Neurophysiology,2014,"Tadokoro, 

Tani, 

Ikeuchi, 

Takemasa, 

Kida

Ikemoto

Ushida

Taniguchi

Kimura",Descending spinal cord evoked potentials in cervical spondylotic myelopathy: Characteristic waveform changes seen at the lesion site.,"Clinical Neurophysiology. 125 (1) (pp 202-207), 2014. Date of Publication: January 2014.",Japan
Medicine,2018,"Lin BJ

Hong KT

Lin C

Chung TT

Tang CT

Hueng DY

Hsia CC

Ju DT

Ma HI

Liu MY

Chen YH",Impact of global spine balance and cervical regional alignment on determination of postoperative cervical alignment after laminoplasty.,"Medicine. 97(45):e13111, 2018 Nov.",China
Medicine,2018,"You J

Tang X

Gao W

Shen Y

Ding WY

Ren B",Factors predicting adjacent segment disease after anterior cervical discectomy and fusion treating cervical spondylotic myelopathy: A retrospective study with 5-year follow-up.,"Medicine. 97(43):e12893, 2018 Oct.",China
The Kaohsiung journal of medical sciences,1997,"Wang Y.L.

Tsau J.C.

Huang M.H.",The prognosis of patients with cervical spondylotic myelopathy.,"The Kaohsiung journal of medical sciences. 13 (7) (pp 425-431), 1997. Date of Publication: Jul 1997.",China
Medicine,2018,"Wu TK

Meng Y

Liu H

Hong Y

Wang BY

Rong X

Ding C

Chen H",Primary cervical disc arthroplasty versus cervical disc arthroplasty adjacent to previous fusion: A retrospective study with 48 months of follow-up.,"Medicine. 97(36):e11755, 2018 Sep.",China
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,2015,"Ryba L.

Chaloupka R.

Repko M.

Cienciala J.",Long-term results of surgery for cervical spondylotic myelopathy using open-door laminoplasty.,"Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca. 82 (3) (pp 209-215), 2015. Date of Publication: 01 Jul 2015.",Czech Republic
"Journal of Neurological Surgery, Part A: Central European Neurosurgery",2014,"Oshima Y.

Takeshita K.

Inanami H.

Takano Y.

Koga H.

Iwahori T.

Baba S.

Tanaka S.",Cervical Microendoscopic Interlaminar Decompression through a Midline Approach in Patients with Cervical Myelopathy: A Technical Note.,"Journal of Neurological Surgery, Part A: Central European Neurosurgery. 75 (6) (pp 474-478), 2014. Date of Publication: 01 Nov 2014.",Japan
Medicine,2018,"Yudoyono F

Cho PG

Park SH

Moon BJ

Yi S

Ha Y

Kim KN

Yoon DH

Shin DA",Factors associated with surgical outcomes of cervical ossification of the posterior longitudinal ligament.,"Medicine. 97(29):e11342, 2018 Jul.",South Korea
BioMed Research International,2015,"Li F.N.

Li Z.H.

Huang X.

Chen Z.

Zhang F.

Shen H.X.

Kang Y.F.

Zhang Y.Q.

Cai B.

Hou T.S.",Comparison of two reconstructive techniques in the surgical management of four-level cervical spondylotic myelopathy.,"BioMed Research International. 2015  , 2015. Article Number: 513906. Date of Publication: 2015.",China
,2015,,Role of modified open-door laminoplasty in the treatment of multilevel cervical spinal stenosis: A retrospective analysis of 43 cases.,,Hungary
Medicine,2018,"Zeng J

Duan Y

Yang Y

Wang B

Hong Y

Lou J

Ning N

Liu H",Anterior corpectomy and reconstruction using dynamic cervical plate and titanium mesh cage for cervical spondylotic myelopathy: A minimum 5-year follow-up study.,"Medicine. 97(5):e9724, 2018 Feb.",China
Journal of the American Academy of Orthopaedic Surgeons,2018,"Kreitz T

Huang R

Beck D

Park AG

Hilibrand A",Prolonged Preoperative Weakness Affects Recovery of Motor Function After Anterior Cervical Diskectomy and Fusion.,"Journal of the American Academy of Orthopaedic Surgeons. 26(2):67-73, 2018 Jan 15.",United States
Spine,2018,"Schroeder GD

Boody BS

Kepler CK

Kurd MF

Silva S

Nicholson K

Wilson JR

Woods BI

Radcliff KE

Anderson DG

Hilibrand AS

Vaccaro AR

Rihn JA",Comparing Health-Related Quality of Life Outcomes in Patients Undergoing Either Primary or Revision Anterior Cervical Discectomy and Fusion.,"Spine. 43(13):E752-E757, 2018 07 01.",United States
British Journal of Neurosurgery,2014,"Chacko A.G.

Turel M.K.

Sarkar S.

Prabhu K.

Daniel R.T.",Clinical and radiological outcomes in 153 patients undergoing oblique corpectomy for cervical spondylotic myelopathy.,"British Journal of Neurosurgery. 28 (1) (pp 49-55), 2014. Date of Publication: January 2014.",India
Spine,2018,"Nicholson KJ

Millhouse PW

Pflug E

Woods B

Schroeder GD

Anderson DG

Hilibrand AS

Kepler CK

Kurd MF

Rihn JA

Vaccaro A

Radcliff KE",Cervical Sagittal Range of Motion as a Predictor of Symptom Severity in Cervical Spondylotic Myelopathy.,"Spine. 43(13):883-889, 2018 07 01.",United States
Spine,2018,"Sarkar S

Rajshekhar V",Long-Term Sustainability of Functional Improvement Following Central Corpectomy for Cervical Spondylotic Myelopathy and Ossification of Posterior Longitudinal Ligament.,"Spine. 43(12):E703-E711, 2018 06 15.",India
Spine,2018,"Machino M

Ando K

Kobayashi K

Ito K

Tsushima M

Matsumoto A

Morozumi M

Tanaka S

Ito K

Kato F

Nishida Y

Ishiguro N

Imagama S",The Feature of Clinical and Radiographic Outcomes in Elderly Patients With Cervical Spondylotic Myelopathy: A Prospective Cohort Study on 1025 Patients.,"Spine. 43(12):817-823, 2018 06 15.",Japan
Spine,2018,"Kato S

Nouri A

Reihani-Kermani H

Oshima Y

Cheng J

Fehlings MG",Postoperative Resolution of Magnetic Resonance Imaging Signal Intensity Changes and the Associated Impact on Outcomes in Degenerative Cervical Myelopathy: Analysis of a Global Cohort of Patients.,"Spine. 43(12):824-831, 2018 06 15.",Canada
Movement Disorders,2014,Lee H.-T.,Pre-operative botulinum toxin injection for movement disorderinduced cervical spondylosis.,"Movement Disorders. Conference: 18th International Congress of Parkinson's Disease and Movement Disorders Stockholm Sweden. Conference Start: 20140608 Conference End: 20140612. Conference Publication: (var.pagings). 29  (pp S461-S462), 2014. Date of Publication: May 2014.",China
Spine,2018,"Liow MHL

Lee M

Goh GS

Chen LTJ

Yue WM

Guo CM

Tan SB",Poorer Fusion Outcomes in Diabetic Cervical Spondylotic Myelopathy Patients Undergoing Single-level Anterior Cervical Discectomy and Fusion Does Not Compromise Functional Outcomes and Quality of Life.,"Spine. 43(7):477-483, 2018 04 01.",Singapore
Spine,2018,"Owen RJ

Zebala LP

Peters C

McAnany S",PROMIS Physical Function Correlation With NDI and mJOA in the Surgical Cervical Myelopathy Patient Population.,"Spine. 43(8):550-555, 2018 04 15.",United States
Spine,2018,"Nori S

Shiraishi T

Aoyama R

Ninomiya K

Yamane J

Kitamura K

Ueda S",Muscle-Preserving Selective Laminectomy Maintained the Compensatory Mechanism of Cervical Lordosis After Surgery.,"Spine. 43(8):542-549, 2018 04 15.",Japan
Spine,2018,"Machino M

Imagama S

Ando K

Kobayashi K

Ito K

Tsushima M

Matsumoto A

Morozumi M

Tanaka S

Ito K

Kato F

Nishida Y

Ishiguro N",Image Diagnostic Classification of Magnetic Resonance T2 Increased Signal Intensity in Cervical Spondylotic Myelopathy: Clinical Evaluation Using Quantitative and Objective Assessment.,"Spine. 43(6):420-426, 2018 03 15.",Japan
Medicine,2017,"Wang F

Hou HT

Wang P

Zhang JT

Shen Y",Symptomatic adjacent segment disease after single-lever anterior cervical discectomy and fusion: Incidence and risk factors.,"Medicine. 96(47):e8663, 2017 Nov.",China
Journal of Bone and Joint Surgery - American Volume,2014,"Lee J.C.

Lee S.-H.

Peters C.

Riew K.D.","Risk-factor analysis of adjacent-segment pathology requiring surgery following anterior, posterior, fusion, and nonfusion cervical spine operations: Survivorship analysis of 1358 patients.","Journal of Bone and Joint Surgery - American Volume. 96 (21) (pp 1761-1767), 2014. Date of Publication: 05 Nov 2014.",USA
Clinical Spine Surgery : A Spine Publication,2017,"Li J

Zhang D

Ding W

Zhang Y

Shen Y",Comparison of Clinical Outcomes After Anterior Cervical Discectomy and Fusion Versus Cervical Total Disk Replacement in Patients With Modic-2 Changes on MRI.,"Clinical Spine Surgery : A Spine Publication. 30(8):E1088-E1092, 2017 Oct.",China
Medicine,2017,"Cai RZ

Wang YQ

Wang R

Wang CH

Chen CM",Microscope-assisted anterior cervical discectomy and fusion combined with posterior minimally invasive surgery through tubular retractors for multisegmental cervical spondylotic myelopathy: A retrospective study.,"Medicine. 96(35):e7965, 2017 Sep.",China
PLoS ONE [Electronic Resource],2017,"Yeh KT

Lee RP

Chen IH

Yu TC

Liu KL

Peng CH

Wang JH

Chang PY

Wu WT",Fresh frozen cortical strut allograft in two-level anterior cervical corpectomy and fusion.,"PLoS ONE [Electronic Resource]. 12(8):e0183112, 2017.",Taiwan
Medicine,2017,"Wang T

Ma L

Yang DL

Wang H

Bai ZL

Zhang LJ

Ding WY",Factors predicting dysphagia after anterior cervical surgery: A multicenter retrospective study for 2 years of follow-up.,"Medicine. 96(34):e7916, 2017 Aug.",China
Medicine,2017,"Sun Y

Yu K

Wang H

Shen Y

Kong L

Zhang J","Diagnosis and treatment of hidden lesions in ""mild"" cervical spondylotic myelopathy patients with apparent symptoms.","Medicine. 96(30):e7623, 2017 Jul.",China
Neurology,2017,"Liu H

MacMillian EL

Jutzeler CR

Ljungberg E

MacKay AL

Kolind SH

Madler B

Li DKB

Dvorak MF

Curt A

Laule C

Kramer JLK",Assessing structure and function of myelin in cervical spondylotic myelopathy: Evidence of demyelination.,"Neurology. 89(6):602-610, 2017 Aug 08.",Canada
Journal of Bone & Joint Surgery - American Volume,2017,"Nagoshi N

Tetreault L

Nakashima H

Arnold PM

Barbagallo G

Kopjar B

Fehlings MG",Risk Factors for and Clinical Outcomes of Dysphagia After Anterior Cervical Surgery for Degenerative Cervical Myelopathy: Results from the AOSpine International and North America Studies.,"Journal of Bone & Joint Surgery - American Volume. 99(13):1069-1077, 2017 Jul 05.",Canada
Journal of Bone & Joint Surgery - American Volume,2017,"Kato S

Nouri A

Wu D

Nori S

Tetreault L

Fehlings MG",Comparison of Anterior and Posterior Surgery for Degenerative Cervical Myelopathy: An MRI-Based Propensity-Score-Matched Analysis Using Data from the Prospective Multicenter AOSpine CSM North America and International Studies.,"Journal of Bone & Joint Surgery - American Volume. 99(12):1013-1021, 2017 Jun 21.",Canada
Neurology,2014,"Koike Y.

Kanazawa M.

Terajima K.

Watanabe K.

Endo N.

Shimohata T.

Nishizawa M.",A significant increase of apparent diffusion coefficients in corticospinal tracts differentiates amyotrophic lateral sclerosis from cervical spondylotic myelopaty.,"Neurology. Conference: 66th American Academy of Neurology Annual Meeting, AAN 2014 Philadelphia, PA United States. Conference Start: 20140426 Conference End: 20140503. Conference Publication: (var.pagings). 82 (10 SUPPL. 1) , 2014. Date of Publication: 08 Apr 2014.",Japan
Medicine,2017,"Bai C

Li K

Guo A

Fei Q

Li D

Li J

Wang B

Yang Y",Indication for hypertrophy posterior longitudinal ligament removal in anterior decompression for cervical spondylotic myelopathy.,"Medicine. 96(23):e7043, 2017 Jun.",China
Clinical Spine Surgery : A Spine Publication,2017,"Holly LT

Ellingson BM

Salamon N",Metabolic Imaging Using Proton Magnetic Spectroscopy as a Predictor of Outcome After Surgery for Cervical Spondylotic Myelopathy.,"Clinical Spine Surgery : A Spine Publication. 30(5):E615-E619, 2017 Jun.",United States
Clinical Spine Surgery : A Spine Publication,2017,"Ashana AO

Cohen JR

Evans B

Holly LT",Regression of Anterior Disk-Osteophyte Complex Following Cervical Laminectomy and Fusion for Cervical Spondylotic Myelopathy.,"Clinical Spine Surgery : A Spine Publication. 30(5):E609-E614, 2017 Jun.",United States
Clinical Spine Surgery : A Spine Publication,2017,"Tian W

Yan K

Han X

Yu J

Jin P

Han X",Comparison of the Clinical and Radiographic Results Between Cervical Artificial Disk Replacement and Anterior Cervical Fusion: A 6-Year Prospective Nonrandomized Comparative Study.,"Clinical Spine Surgery : A Spine Publication. 30(5):E578-E586, 2017 Jun.",China
Clinical Spine Surgery : A Spine Publication,2017,"Li Z

Huang J

Zhang Z

Li F

Hou T

Hou S",A Comparison of Multilevel Anterior Cervical Discectomy and Corpectomy in Patients With 4-level Cervical Spondylotic Myelopathy: a Minimum 2-year Follow-up Study: Multilevel Anterior Cervical Discectomy.,"Clinical Spine Surgery : A Spine Publication. 30(5):E540-E546, 2017 Jun.",China
Clinical Spine Surgery : A Spine Publication,2017,"Rozankovic M

Marasanov SM

Vukic M",Cervical Disk Replacement With Discover Versus Fusion in a Single-Level Cervical Disk Disease: A Prospective Single-Center Randomized Trial With a Minimum 2-Year Follow-up.,"Clinical Spine Surgery : A Spine Publication. 30(5):E515-E522, 2017 Jun.",Croatia
Clinical Spine Surgery : A Spine Publication,2017,"Gu K

Yan Y

Wei W

Li Y

Liu W

Guo Y

Yu L",Safety and Efficacy Study of an Ozone Laser Combined Therapy Using Puncture Needle in the Treatment of Patients With Cervical Spondylosis.,"Clinical Spine Surgery : A Spine Publication. 30(5):E505-E509, 2017 Jun.",China
Spine,2017,"Faour M

Anderson JT

Haas AR

Percy R

Woods ST

Ahn UM

Ahn NU",Surgical and Functional Outcomes After Multilevel Cervical Fusion for Degenerative Disc Disease Compared With Fusion for Radiculopathy: A Study of Workers' Compensation Population.,"Spine. 42(9):700-706, 2017 May 01.",United States
Spine,2017,"Puvanesarajah V

Jain A

Shimer AL

Singla A

Shen F

Hassanzadeh H",Complications and Mortality Following One to Two-Level Anterior Cervical Fusion for Cervical Spondylosis in Patients Above 80 Years of Age.,"Spine. 42(9):E509-E514, 2017 May 01.",United States
Spine,2014,"Wang H.

Zou F.

Jiang J.

Lu F.

Chen W.

Ma X.

Xia X.

Wang L.",The correlation between ossifi cation of the nuchal ligament and pathological changes of the cervical spine in patients with cervical spondylosis.,"Spine. 39  (pp S145-S149), 2014. Date of Publication: 15 Dec 2014.",China
PLoS ONE [Electronic Resource],2017,"Koeppen D

Piepenbrock C

Kroppenstedt S

Cabraja M",The influence of sagittal profile alteration and final lordosis on the clinical outcome of cervical spondylotic myelopathy. A Delta-Omega-analysis.,"PLoS ONE [Electronic Resource]. 12(4):e0174527, 2017.",Germany
,2014,,Risk factors for missed dynamic canal stenosis in the cervical spine.,,USA
Clinical Spine Surgery : A Spine Publication,2017,"Yu S

Chen Z

Yan N

Hou T

He S",Incidence and Factors Predictive of Dysphagia and Dysphonia After Anterior Operation With Multilevel Cervical Spondylotic Myelopathy.,"Clinical Spine Surgery : A Spine Publication. 30(9):E1274-E1278, 2017 Nov.",China
Spine,2014,"Rajasekaran S.

Yerramshetty J.S.

Chittode V.S.

Kanna R.M.

Balamurali G.

Shetty A.P.",The assessment of neuronal status in normal and cervical spondylotic myelopathy using diffusion tensor imaging.,"Spine. 39 (15) (pp 1183-1189), 2014. Date of Publication: 2014.",India
Spine,2017,"Tamai K

Terai H

Suzuki A

Toyoda H

Hoshino M

Takahashi S

Hayashi K

Ohyama S

Nakamura H",Anterior Cervical Discectomy and Fusion Provides Better Surgical Outcomes Than Posterior Laminoplasty in Elderly Patients With C3-4 Level Myelopathy.,"Spine. 42(8):548-555, 2017 Apr 15.",Japan
Clinical Spine Surgery : A Spine Publication,2017,"Zhou H

Fan J

Sun P

Zhou W

Li Q

Yu L

Yin G",Correlation Analysis Between Modic Change of Cervical Vertebrae and Intramedullary High Signal Intensity.,"Clinical Spine Surgery : A Spine Publication. 30(9):E1298-E1305, 2017 Nov.",China
,2014,,Preoperative spinal cord damage affects the characteristics and prognosis of segmental motor paralysis after cervical decompression surgery.,,Japan
Annals of Saudi Medicine,2017,"Al-Ryalat NT

Saleh SA

Mahafza WS

Samara OA

Ryalat AT

Al-Hadidy AM",Myelopathy associated with age-related cervical disc herniation: a retrospective review of magnetic resonance images.,"Annals of Saudi Medicine. 37(2):130-137, 2017 Mar-Apr.",Jordan
Clinical Orthopaedics & Related Research,2017,"Pan Z

Luo J

Yu L

Chen Y

Zhong J

Li Z

Zeng Z

Duan P

Ha Y

Cao K",Debridement and Reconstruction Improve Postoperative Sagittal Alignment in Kyphotic Cervical Spinal Tuberculosis.,"Clinical Orthopaedics & Related Research. 475(8):2084-2091, 2017 Aug.",China
Journal of Spinal Disorders and Techniques,2014,"Radcliff K.E.

Limthongkul W.

Kepler C.K.

Sidhu G.D.S.

Anderson D.G.

Rihn J.A.

Hilibrand A.S.

Vaccaro A.R.

Albert T.J.",Cervical laminectomy width and spinal cord drift are risk factors for postoperative C5 palsy.,"Journal of Spinal Disorders and Techniques. 27 (2) (pp 86-92), 2014. Date of Publication: April 2014.",Thailand
